Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
5195,0.736842105263158,19,5,"Punjab National Bank; Labour Court, Dhanbad; sub s 1; Bombay Gas Co., Ltd. vs Gopal Bhiva [1964] 3 S.C.R. 709; S.C.R. 977 Central Bank of India vs Rajagopalan [1964] 3 S.C.R. 140"
5196,0.9285714285714286,14,1,section 25 read with section 16(4)
5197,1.0,8,0,
5198,0.8048780487804879,41,8,"Manag; Choudhary vs Union; Daluram Pannalal Modi vs Commissioner, [1964] 2 S.C.R. 286; Dharma Dey vs Union of India; Krishna Kumar vs Electrical Engineer Central Railway & Ors; Murishwar vs Union, ; Union vs Choud hary; Roop Chand vs State, [1963] Supp. 1 S.C.R. 539; England"
5199,0.25,4,3,1.8.1979; State of Mysore; [1968]3 S.C.R. 363
5200,0.64,25,9,. 132; Constitution; VaidiaIingam; Associated Cement Staff Union vs Associated Cement Co.; Buckingham and; Carnatic Co. Ltd. v Workmen C.A. No. 674 of 1968; Hindustan Brown Boveri Ltd. vs The Workmen C.A. No. 1631 of 1966; Balmer Lawrie Co.; Burn & Co.
5201,0.8117647058823529,85,16,"Bombay High Court Reports, 110; U.S. Supreme Court; Enforcement of Maritime Claims, (1985; Per Thommen; (1958) I All E.R. 333; Currie vs M. Knight; Currie vs M.Knight, ; The Jade, (1976) 1 All; Schooner Exchange v.M. Faddon & Ors., [1812] 11 U.S. (7 Cranch) 114, 143; Yuri Maru; 1927 Appeal cases 906; Fehmarn; Naresh Shridhar Mirajkar; Rescoe; Vera Cruz; Victoria; Maharashtra Raja Soap Factory; S.P. Shantharaj"
5202,0.8333333333333334,6,1,s.5(1)(d)of the
5203,0.8571428571428572,14,2,[622B C] 619; West Bengal
5204,0.8181818181818181,11,2,"Or. 40, R. i; Sub section (1) of section I57"
5205,0.7647058823529411,17,4,"r. 26; r. 5; section 7(2) and (3); January 1 and March 31, 1966"
5206,0.935483870967742,31,2,Calcutta; Jehovah 's Witnesses
5207,1.0,2,0,
5208,0.7619047619047619,21,5,section 10(3)(b)(iii); section H 146 10(2)(i); AIR (1970) Mad. 396; Fide Hussain vs Fazal Hussain & ors; Pechetti Venkanna
5209,0.782608695652174,23,5,"Employees Association of the National Institute of Foundry and Forge Technology, Ranchi; First Class Judicial Magistrate, Ranchi; 323 and 504; Cr; Procedure Code 1973"
5210,0.75,4,1,Supreme Court
5211,0.8064516129032258,62,12,"Essential Commodities Act; Essential Commodities Act, 1951; Article 300A. [1169 F G]; clause (3); clause (4); clause (6); clause (6) of Article 19; clauses (4) & (6); sub section (1) read with sub section (5) of section 3; U.P.; Supreme Court; Ram Jawaya Kapur vs State of Punjab and Naraindas Indurkhya vs State of Madhya Pradesh & Ors"
5212,0.9333333333333333,15,1,Civil Procedure Code
5213,0.6363636363636364,11,4,"s, 3; section 3(2)(a) of the . 442; Citizenship Act; Indian Citizen ship act 1955"
5214,0.8235294117647058,17,3,Webster; Yagnapurushdasji; Lingappa vs Esudasan ; Mothey Anja Ratna Raja Kumar vs Koney Narayana Rao & Ors
5215,0.5714285714285714,14,6,I.T.O; I.T.O.; s 31(a); s.34(1) (a); s.34(1)(a); Calcutta Discount Co. Ltd. vs I.T.O. Company District 1 Calcutta and Others
5216,0.7272727272727273,11,3,L.R. 19 I.A. 108; L.R. 64 I.A. 203; Per Bachawat
5217,0.8333333333333334,6,1,Supreme Court
5218,0.6363636363636364,11,4,"Employees State Insurance (ESI) Act, 1948; S.45 A; S.75; ESI Court"
5219,0.7777777777777778,18,4,Sanders; Serqueant; State of Assam; [1967] 1 Appeal Cases 192
5220,0.625,8,3,"articles 374(2) and 135; sections 5 and 8; Rachapa vs Amingouda, (1881) V Bom"
5221,0.9090909090909091,11,1,"Workmen vs M/s. Dharampal Premchand, [1965] 3 S.C.R. 394"
5222,0.8666666666666667,15,2,Government of the State of Madhya Bharat; section 3 or 4
5223,0.7142857142857143,14,4,"Paragraph 516; Gopal Vinayak Godse vs The Slate of Maharashtra [l961] 3 SCR 440 , 444; Maru Ram vs Union of India [1981] I SCR 1196; Sukhlal Hansda vs State of West Bengal Writ Petitions (Crl.) 1128 29 of 1982"
5224,1.0,4,0,
5225,0.6842105263157895,19,6,"I.P.C.; Tonk district; March 12, 1973; Mohd; Abdul Majid vs Bhargavam, A.I.R. 1963 Ker. 18; Ikram Hussain vs State of U.P., [1964] 5 S.C.R. 86, 100"
5226,0.8518518518518519,27,4,"July 7, 1954; Government of West Bengal; sections 161, 162 163 and 165; Criminal Law Amendment Act, 1952"
5227,0.8181818181818181,11,2,"Bombay vs Raman (Chittur Harihar Iyer),[1957] 1 L.L.J.267,Nagpur Electric Light and Power Co.Ltd.; Regional Director Employees State Insurancea Corporation"
5228,0.8666666666666667,15,2,"Industrial Dispute Act, 1947; Sirsilk Ltd. and others vs Govt"
5229,0.84375,32,5,Sabji Mandi Narnaul; 12.2.88; 3.11; Ant; Thackar Hariram Motiram vs Balkrishan Chatrathu Thacker
5230,0.75,4,1,s 25F
5231,1.0,7,0,
5232,0.8181818181818181,11,2,Kimam; Pan
5233,0.9259259259259259,27,2,"Durgah Khawaja Saheb Act, 1955; Durgah Committee, Ajmer"
5234,0.8571428571428572,28,4,"British Coal Corporation vs The King, ; United Provinces v; Dr. N. B. Khare vs The State of Delhi; Parshram Damodhar vs State of Bombay, A.I.R. 1957 Bom; Atiqa Begum"
5235,0.6842105263157895,19,6,"Article 29(1)(g); sections 15, 22 and 28; sections 2(c), 3(a), 3(b), 6, 7; Con stitution of India; Harakchand Ratanchand Banthia; Union of India"
5236,1.0,4,0,
5237,N/A,0,0,
5238,0.6666666666666667,6,2,Criminal Procedure Code; Supreme Court
5239,0.75,8,2,"Supreme Court; of Sales Tax, M.P. vs Purshottam Premji, 26 STC 38"
5240,0.7931034482758621,29,6,"City Civil Court; Vakalat; High Court Rules of 1957; section 2 24 ( 1 ) (d); Nowroji Fudumli Sirdar vs Kanga & Savani, 28 Born; Pereta Fazalbhoy & Co. vs The Rajputana Cold Stor age & Refrigeration Ltd."
5241,0.9,10,1,section 56(b) of 534
5242,0.8,5,1,"Triveni Shankar Saxena vs State of U.P., J.T. 1992 (1) S.C. 37"
5243,0.8666666666666667,15,2,"Kalvani Stores vs State of Orissa, [1966] 1 S.C.R. 865; Art 304"
5244,0.7777777777777778,9,2,order XXI; Supreme Court
5245,0.6956521739130435,23,7,"IPC; Arun Ghosh vs; Kanu Biswas v State of West Bengal; Madhu Limaye vs Ved Murti, [1970]3 SCC 738; State of U.P vs Hari Shankar Tewari, [1987] 2SCC 490; State of West Bengal; [1990] 2SCC 456"
5246,0.6666666666666667,12,4,"section 135; I.P.C.; Hussainara Khatoon vs State of Bihar, [ 1979] 3 SCR 169; Additional Chief Presidency Magistrate"
5247,0.9090909090909091,22,2,Venkata Narasimha Appa Bow Bahadur vs Rajah Narayya Appa Bow Bahadur ([1879] L.R. 7 I.A. 38; Partapo ([1921] I.L.R.
5248,0.9473684210526316,19,1,section 989 62
5249,0.75,12,3,s 4(1); s.4(1); Constitution
5250,0.8333333333333334,18,3,"August 10, 1984; [452B] 447 5.4; D.S. Nakara and Ors., vs Union of India"
5251,1.0,10,0,
5252,0.6666666666666667,9,3,"Abdul Hussein Khan vs Bibi Sona Dero, (1917) L.R. 45 I.A. 10; Daya Ram vs Sohel Singh, 110 P.R. 1906; Raja Rama Rao vs Raja of Pittapur, (1918) L.R. 45 I.A. 148"
5253,0.9411764705882353,17,1,sections 66(1) and 66(2)
5254,0.6666666666666667,3,1,Supreme Court
5255,0.8333333333333334,12,2,s.240(1)(b) read with s.500(1)(b); Bengal Municipal Act
5256,0.9090909090909091,11,1,Chiranjit Lal Chowdhury vs The Union of India ([1950] S.C.R. 869)relied upon
5257,0.9090909090909091,22,2,Supreme Court; Companies Act
5258,0.8333333333333334,162,27,"NINIH Ltd.; Newey Bros. Ltd.; Reserve Bank Devagnanam; Companies Act in 1961; March 11,1976 NIIL; 701 King; Partridge; S.29(1); clause (c) of sec; section 43A. Clause (a); section 43A. [811 D E] (ii) A section 43A; section 43A. [812 E H; 813 A] (vi); [796 H 797 A] 705 (ii); 709 Firestone Tyre and Rubber Co. vs Synthetics and Chemicals Ltd., [1971] 41 Company Case 377; Blissett vs Daniel [68] E.R. 1024; Harlowe 's Hominees [121] CLR 483, 485; Hirsche vs Sims , 660 661; Hogg vs Cramphorn, [1967] 1, Chancery 254, 260; Howard Smith Ltd. vs Ampol Petroleum Ltd. [1974] A.C. 821, 874; Howard Smith vs Amphol ; , 831 Punt vs Symons; Mills vs Mills [60] CLR 150, 160; Nana Lal Zaver vs Bombay Life Assurance , 394 Piercy vs Mills [1920] (1) Chancery 77; Punt vs Symons & Fraser vs Whalley [71] E.R. 361 Piercy vs Mills , Hogg vs Cramphorn , 260; Re Smith and Fowcett Ltd. , 545; Re Yenidge Tobacco Co. & Loch vs John Blackwood; Trek Corporation Ltd. vs Miller et al (33) DLR 3d; Wholesale Society Ltd. vs Meyer , Re Associated Tool Industries Ltd. [1964] Argus Law Reports, 75, Ebrahimi vs Westbourne 706 Galleries LTd"
5259,1.0,1,0,
5260,0.8,5,1,"Moroney, , 62,"
5261,0.9047619047619048,42,4,"17(IA) and section 17(4); Krishi Utpadan Samiti; Union of India & Ors., AIR (1979) SC 1713; [1948] 2 AIR 920"
5262,0.8260869565217391,23,4,Entry 60; Entry 60 in List II; List I; Per Kapur
5263,0.7,10,3,Kelu Achan vs Cheriya Parvathi Nethiar (I.L.R. 46 Mad; Mool Chand vs Bam Kishan (I.L.R. 55 All. 315); Ramdeo Singh vs Baj Narain (I.L.R. 27 Patna 109
5264,0.9130434782608696,23,2,Code of Criminal Procedure; Cr. P.C.
5265,0.8947368421052632,19,2,"Clause (b) of sub section; National Products vs Commissioner of Income tax, Mysore, , Bhikhoobhai N. Shah vs Commissioner of Income tax, Gujarat V"
5266,0.8,10,2,"August 28, 196.9; August 28, 1968"
5267,0.875,8,1,America
5268,0.6666666666666667,3,1,s 64
5269,1.0,5,0,
5270,0.8461538461538461,26,4,S.M.; S.M.was; Per Hegde; 7Sup CI/69 15 218
5271,0.8,5,1,Indian Income tax Act
5272,0.9333333333333333,15,1,Bihar State Cooperative marketing Union Ltd.
5273,1.0,10,0,
5274,0.9259259259259259,27,2,"Baldota Brothers vs Libra Mining Works, A.I.R. 1961 S.C.C. 100; Ajmer"
5275,0.875,16,2,25.5.1979; D.S. Nakara
5276,0.96,25,1,clause (d)
5277,0.8181818181818181,11,2,s.4; Act LXVII of 1976
5278,0.7916666666666666,24,5,"13.9.49; Constitution; Supreme Court; State of Madhya Pradesh vs Lal Rampal, AIR 1966 SC 821; Jagir"
5279,0.8260869565217391,23,4,"M; s, 27; East Punjab Evacuees ' (Administration of Property) Act, 1947; General Clauses Act (X of 1897)"
5280,0.34782608695652173,23,15,"A. 255; Cl. 15; AIR 1972 Bombay 27 ; 1967 (2); Asrumati devi ' (1953) SCR II 59; Calcutta vs Oriental Gas Company, 8 Bengal L. R. 433; Calcutta vs The Oriental Gas Co. 8 Bengal L.R. 433; Charan Das vs Amir Khan; Manohar vs Bailram I.L. R.; Tuljaram vs Alagappa Chelter I.L.R. 35 Mad; [1953] section C. R. 1159; Calcutta High Court); Nagpur High Court; I;I.L.R. Rang. 457; W.N. 670; 15. 29 Bombay 249, 253"
5281,1.0,5,0,
5282,0.4444444444444444,9,5,"Ambala Cantt; s.84(2); Act VI of 1923; Cantonment Act, 1924; Supreme Court"
5283,0.7037037037037037,27,8,"deduction 593; Churakulam Tea Estate , Ispahani [1960] 1 S.C.R. 24; Jardine Henderson [1962] Supp.3 S.C.R.382; Messrs. Ispahani Ltd. vs Ispahani Employees ' Union [1960] 1 S.C.R. 24, Bombay Co.; Tilak Co. A.I.R. 1959 Cal; Tulsidas Khimji [1962] I LLJ 435; [1966] II LLJ 294, 302; S.C.R. 382"
5284,0.9523809523809523,21,1,Nashirwar vs State of Madhya Pradesh [1975] 2 S.C.R. 861
5285,1.0,4,0,
5286,0.6470588235294117,17,6,"section 20, [581 H; 582 C, G H; 584 A] (ii)The; Prevention of Food Adulteration Act; Prevention of Food Adulteration Act, 1964; [584 E] 580; Ballavdas Agarwala vs J. C. Chakravarty, [1962] 3 S.C.R. 739; Nazir Ahmad vs King Emperor, 63 I.A. 372 as 381"
5287,0.75,24,6,"Ajme 'r Electric Supply Company; Indian Electricity; . 12; Bhagchand Dagdusa Gujrathi vs Secretary of State for India, 54 I.A. 338; Debendra Nath Roy vs Official Receiver, A.I.R. 1938 Cal. 191; Revati Mohan Das vs Jitendra Mohan Ghosh, 61 I.A. 171"
5288,0.6666666666666667,12,4,"12.10.88; 584 Section 15; Abdul Latif Abdul Waheb Sheikh vs B.K. Jha and Anr; Abdul Razak Nanhekhan Pathan vs The Police Commissioner, Ahmedabad & Anr"
5289,0.90625,32,3,language 145 of sub section (6) ors.; Regis; Chintapalli Agency Taluk Arrack Sales Co
5290,0.7142857142857143,14,4,"Conduct of Elections Rules; A.I.R. 1955 S.C. 775; Ghasi Ram vs Dal Singh; Maganlal Bagdi vs Hari Vishnu Kamath, Khadar Sheriff vs Munnuswami Gounder & Ors"
5291,0.8055555555555556,36,7,"Port Trust Authority; Kania; 761G]; Life Insurance Corporation of India vs Escorts Ltd. & Ors., [1985] 3 Supp SCR 909; Maneka Gandhi vs Union of India, [1978] 2 SCR 621; Pres ton vs I.R.C.; [767E F] 755 (13)"
5292,0.7916666666666666,48,10,"articles 19 (1) (f) or 31; articles 19 (1) (f), 31 and 14; FAZAL ALI MUKHERJEA; A.K. Gapalan vs The State ([1950] S.C.R. 87); Badice vs New York (264 U.S. Pennsylvania Coal Co. vs Mahon (960 U.S. 3931; Barbier vs Connolly; Gulf C. & S.F. Co. Ellis; Jeffrey Manufactur ing Co. vs Blang; Truax vs Raich (939 U.S. 33; Yick Wo vs Hopkins , Southern Railway Co. vs Greene"
5293,0.8571428571428572,7,1,section 24(1) (a)
5294,0.9565217391304348,23,1,C.I./67 3 244
5295,0.5652173913043479,23,10,"Gobinda Chandra Saha; K; Sarju Prasad Missir; Order 21 r. 63; section 65A. [131 A B]; 126 Subbier vs Moideen Pitchai, A.I.R. 1923 Mad; Kandadai Narasimhachariar vs Raghava Pedayachi & Ors I.L.R.; Rust vs Goodale, , 42 and 43; Maksudan Choudhuri; Sasadhar Mandal"
5296,0.9230769230769231,13,1,Hamgir
5297,0.7619047619047619,21,5,"July 24,1967 section 4; Punjab & Haryana; Bata Shoe Company (P) Ltd. AIR Patna; Bata Shoe Company (P) Ltd. vs The Collector of Central Excise & Ors., AIR Pun jab & Haryana; Bata Shoe Company (P) Ltd. vs The Collector of Central Excise & Ors., Calcutta, AIR Calcutta"
5298,0.6799999999999999,25,8,"a.108; s, 76; s.106(l); s.108; National Telephone Co. vs Postmaster General ([1913] A.C. 546),R. M. A. R. A. Adaikappa Chettiar vs Ra; Secretary of State vs Chellikani Rama Rao (I. L.R. 39 Mad. 617); Secretary of State vs Mask & Co. (67 I.A. 222); Constitution of 1950"
5299,0.7916666666666666,24,5,"Koyali Refinery; June/July, 1968; classification 62 5 B instead of 85 B (special); Mohlal Padampet Sugar Mills Co Ltd vs State of UP and ors; , at 695=; Union of India and ors vs Godfrey Philips Ltd, ; [1985] Supp. 3 SCR 123"
5300,0.5,10,5,"Anr.v; Hanumant; Panchnama; Reg vs Hodfe, [1838] 2 Lew.227; State of Madhya Pradesh"
5301,0.75,8,2,"clauses(a) to (g); section 16(1) (e) read with the proviso,"
5302,0.16666666666666663,6,5,clause (vii) of section 10(2); s.10; section 2(4); Commissioner of Income tax vs Shaw Wallace and Company (L.R. 59 I.A. 206); Commissioners o/Inland Revenue vs Fraser (24 Tax Cases 498)
5303,0.8333333333333334,24,4,"U.P. Zamindari Abolition and Land Reforms Act, 1950 (Act 1 of 1951); State of Uttar Pradesh; A.I.R. 1958 All. 332; C.A. No. 368/66"
5304,0.9285714285714286,14,1,s.18 A(5)
5305,1.0,6,0,
5306,0.926829268292683,41,3,"July 7, 1025 1970; [1056B C] 1028; A K. Subraman vs Union of India, [1975] 2 SCR 979"
5307,0.6666666666666667,18,6,"October 1, 1961; October 7, 1961; Tandler vs Sproula; [1925] All E.R.321; Madden; Thorn"
5308,0.88,50,6,A.I.R. 1962 Mys. 72; R.I.A. 2259/66; R.I.A. No. 2266/66; Subordinate Judge South Kanara; Sections 7(2) and 30(1); section 3(b) (ii)
5309,1.0,8,0,
5310,0.8,5,1,sub.s
5311,1.0,6,0,
5312,0.9285714285714286,14,1,clause (d)
5313,0.8,10,2,1922 Act; 1961 Act
5314,0.7142857142857143,7,2,"sections 100(1)(d)(iii), 101, 102; Bhim Sen vs Gopali"
5315,0.9230769230769231,13,1,"Art, 366(22)"
5316,1.0,5,0,
5317,0.6666666666666667,21,7,"s 5(2) (a) (iv); s 5(2)(a)(iv); s 8; Central Sales Tax; Commissioner of Sales Tax, M.P. vs Kapoor Dari Niwar & Co., Gwalior 22 STC p. 152; Hindustan Safety Glass Works (P) Lrd.; State of U.P."
5318,0.9166666666666666,12,1,B
5319,1.0,11,0,
5320,0.5,12,6,"Sec.; Sec. 4; Section [201D]; Kapoor Chand & Ors., I.L.R. 1966 (2) Punjab 400; Agha Jafar Ali Khan vs Radha Kishore, A.I.R. 1951 Punjab 433; Firm Ganga Ram vs Firm Jia Ram, A.I.R. 1957 Punjab 293"
5321,0.8888888888888888,9,1,13.5.1964
5322,0.5,6,3,Joravar Singh; Vaje Singh; India
5323,0.4,5,3,"Supreme Court; Hussainara Khatoon v State of Bihar [1979] 3 S.C.R. 532; Rhem vs Malcolm, ; Jackson vs Bishop"
5324,0.8,5,1,rule 10(2)
5325,0.8461538461538461,13,2,7.10.1989; 7.10.89
5326,0.6190476190476191,21,8,Central or State Act; Companies Act; Cr; Cr.; I.P.C.; Penal Code; Registration Act; P.C. [872 H 873 B]
5327,0.8666666666666667,15,2,"clause (c) of the proviso to section 14(1); P. Arora vs Ajit Singh, I.L.R. (1970) 11 Delhi 120"
5328,0.875,16,2,"Dhian Singh Subha Singh vs TheUnion of India; Government of the Province of Bombay vs Pestonji L.R. Wadia, (1949) L.R. 76 I.A. 85"
5329,0.8,40,8,"torts 608; D.K. Cassim & Sons vs Sara Bibi, I.L.R. XIII Rangoon 385; Gopal vs Ram Chandra, ILR XXVI Bombay 597; Hedley Byrne & Co. Ltd. vs Heller & Partners; Maniramlala vs Mtz; Midland Bank Trust Co. Ltd. & Anr vs Hett, Stubles & Kemp; Calcutta; Hickley"
5330,0.8181818181818181,11,2,"Section 80 T(b) and Section 80T (b) (ii) (1); Commissioner of Income Tax vs V Venkarachalam, Civil Appeal No. 3044 of 1993"
5331,0.6363636363636364,11,4,"s.2S7; s.44; ss.44 and 257; April 5, 1982"
5332,1.0,6,0,
5333,0.7142857142857143,7,2,C.P.C.; Dixon vs Clark E.R. 919
5334,0.8333333333333334,6,1,Trade and Merchandise Mark Act
5335,1.0,19,0,
5336,1.0,14,0,
5337,0.6875,16,5,"Article 65 [693C D] 1.1; Gangu; State vs Sadh Ram, I.L.R. (HP) 1973 (2) 235; Mahanraj Chand; A.I.R. 1934 Lahore 384"
5338,0.75,24,6,"Delhi Rent Control Act; Slum Areas (Improvement and Clea rance) Act, 1956; Slum Areas (Improvement and Clearance) Act, 956; Slum Areas Act; Slums Areas (Improvement and Clearance) Act, 1956; Supreme Court"
5339,0.75,4,1,Supreme Court
5340,N/A,0,0,
5341,0.33333333333333337,12,8,1.02; 1.03; 1.04; 1.05.Inspite; 1.06; 1.07; Pradip Jain v Union of India; Dinesh Kumar Motilal Nehru college
5342,0.7777777777777778,9,2,Municipal Corporation of Bombay; Supreme Court
5343,0.8235294117647058,34,6,"SS. 239 and 240; Evidence Act; Indian Companies Act, 1913; A. Venkataraman vs The Union of India, [1954] S.C.R. 1150; Ram Krishna Dalmia vs justice Tendolkar, [1959] S.C.R. 297; Thomas Dana vs State of Punjab, [1959] Supp. 1 S.C.R. 274"
5344,0.625,8,3,"Prohibition Order; Firm Hansraj vs Vasanji (1948) 4 D.L.R. Bom; Uma Satyanarayanamurty vs Kothamasu Sitaramayya & Co. Boddu Seetharamaswami vs Bhagavathi Oil Company, I.L.R."
5345,0.0,1,1,Manipur
5346,0.8518518518518519,27,4,"Thirty second Amendment Act, 1973; Adila; Andhra Pradesh; G.O.Ms. No. 1648 of 1982"
5347,0.9166666666666666,12,1,"Chikkarange Gowde vs State of Mysore, A.I.R. (1956) S.C. 731"
5348,1.0,4,0,
5349,0.6666666666666667,42,14,"Recognition Rules, 1977; 12 6 1991; Articles 14 & 30(1); Ahmedabad St. Xaviers College Society and Anr etc vs State of Gujarat and Anr[1975] 1 SCR 173; All Bihar Christian Schools Association and Anr; Lilly Kurian vs Sr.; Managing Board of the Milli Talimi Mission, Bihar Ranchi & Ors vs The State of Bihar; N.M. Nageshwaramma vs State of Andhra Pradesh & Anr [1986] Supp SCC 166; Rev. Sidhajbai Sabhai section vs State of Bombay and Anr[1963] 3 SCR 837; State o Kerala; State of Bihar and Ors; State of Maharashtra vs Vikas Sahebrao Roundale & Ors; University of Agra and Anr.[1975] 2 SCC 283; Gandhi Faiz e am College, Shajahanpur"
5350,0.8095238095238095,21,4,"District Judge, Bhopal; Labour Department of Madhya Pradesh; 127 Bonus Act, 1965; section 5"
5351,0.8,15,3,Section 32(iv); General Clauses Act [865 B D]; Payment of Bonus Act
5352,0.9473684210526316,19,1,"Sankaralinga Nadan vs Raja Rajeswara Dorai, (1908) L.R. 35 I.A. 176"
5353,1.0,9,0,
5354,0.8888888888888888,9,1,r. 23
5355,0.875,24,3,Punjab Civil Services (Executive Branch) and Allied Services; SCR 657; [19701 1 SCC 457
5356,0.8181818181818181,11,2,sec.; Income tax Appellate Tribunal
5357,0.6666666666666667,9,3,"s, 4(3) (vi); Bombay; Mofussil"
5358,0.8461538461538461,13,2,"Estates Abolition Act; Entry 7, List 3"
5359,0.8275862068965517,29,5,"A.L. & Co.; Imperial Bank; March 15, 1937; Legal Remembrancer vs Corporation of Calcutta; United States"
5360,0.8888888888888888,18,2,"Nirmal Singh vs State of Punjab; Ram Avtar Sharma vs State of Haryana, [1985] 3 S.C.R. 686"
5361,0.7619047619047619,21,5,"11 9 1964; 12 9 1964; 31 7 1971; s 34; 926 Mysore State Road Transport Corporation vs A. Krishna Rao & Anr., C.A. No. 1720 of 1967 S.C."
5362,0.8823529411764706,17,2,15 C(4); section 24(2 held
5363,0.9117647058823529,34,3,"provision 13; Gujarat; G Appovier vs Rama Subba Aiyan [1866] 11 M.I.A, 75"
5364,0.6875,16,5,14/1; Dattaraya; Killa; Keshav Tawalay vs Shaikh Ali and Anr.[1969] 2 S.C.R. 514; Naguba Appa vs Namdey reported in A.I.R. l 954 S.C. 50
5365,0.92,25,2,Appeal No. 555/83; State of Punjab
5366,0.6666666666666667,3,1,Gujarat State Legislative Assembly
5367,0.8,20,4,D. P. Desai; Mangal Singh; Eramma vs Veerappanna and Ors; Srimati Rattno
5368,0.8,10,2,"[445 G] (c); rules 26(1), 26(2), 26(5) and 26B"
5369,0.8235294117647058,17,3,"Penal Code; District Magistrate, Patna; King Emperor vs Sibnath Banerjee"
