Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
6751,0.42105263157894735,19,11,"section 21(12); section 21(12)I.P '; section 5(2) read with section 5(1)(d); .C.; I.P.C.; Ramaiirao Jivbaji; Emperor vs Karam Chand Gobind Ram,A.I.R. ;; Hori Ram Singh vs The Crown; Monterio vs The State of Ajmer, A.I.R.1957 S.C. 13; Nazamuddin vs Queen Empress, I.L.R.; State of Maharashtra vs Jagatsing Charansingh"
6752,0.75,4,1,Supreme Court
6753,0.6153846153846154,13,5,"Income tax Appellate Tribunal; of Companies Act 1913; Drown vs Gaumint British Picture Corporation; Land Revenue Commissioners vs Reids Trustees; National Provincial Bank Ltd., vs Gregson"
6754,0.7058823529411764,17,5,"S.80 A; article 227; section 80A(3) and section 84(2); Central Provinces Local Self Government Act, 1920; Government of India Act,1915,"
6755,0.5,24,12,"Ambaji Traders vs Income Tax Officer; Commissioner of Income Tax ' vs Kamalapat Moti lal; Commissioner of Income Tax vs; Govinddas vs Income Tax Officer; Hindu Undi vided Family; Income Tax Officer vs Eastern Coal Co. Ltd.; Jain Bros. vs Union of India; Seth Gujannal Modi vs Commissioner of Income Tax; Third Income Tax Officer vs Damodar Bhat; Income tax Act, 1922; Section 297(2); Sections 149 and 150"
6756,0.7619047619047619,42,10,Constitution Acts of 1935 and 1950; British Parliament;(ii); 749 KANIA; BOSE; Bose; DAS; Das; FAzL ALl; PATAN JALI SASTRI; Queen vs Burgh
6757,0.8,15,3,I.P.C.; State of Punjab AIR 1957 S.C. 460; State of West Bengal [1962] Supp. 1 SCR 49 at 59
6758,0.8333333333333334,6,1,ss 40(2) and 42(1)
6759,0.5333333333333333,15,7,Sub section (1) of section 16; cl. 6; sections 13 and 14; sub section (3); Tenancy Act; 1st May 1948; s Shalimar Tar Products Ltd. vs H.C. Sharma & Ors
6760,0.5,6,3,section 34; C.P.C.; Contract Act
6761,0.5806451612903225,31,13,"K. section Rashid and Son vs Income Tax Investigation Commission; K. section Rashid and Son vs The Income tax Investigation Commission etc; Lloyds Bank Limited vs The Lloyds Bank Indian Staff Association (Calcutta Branches), I.L.R.; Maqbul Unnissa vs Union of India, I.L.R. (1953) 2 All. 289; Maqbulunnissa vs Union of India, I.L.R. (1953) 2 All. 289; Radhe shyam Makhanlal vs Union.of India, A.I.R. 1960 Bom; Ryots of Garabandho vs Zamindar of Parlakimedi, (1943) L.R. 70 I.A. 129; Ryots of Garabandho vs Zamindar of Parlakimedi, L.R. 70 I.A. 129; Surajmal vs State of M.P., A.I.R. 958 M.P. 103; Article nor article 32(2A); Courts Act, 1952; Per Das Gupta; Per Subba Rao"
6762,0.5,6,3,"Hadibandhu Das vs District Magistrate, Cuttack and Anr; Section ll; COFEPOSA"
6763,0.5882352941176471,17,7,"DANIP; Indian Police Service and Police Services, Group; State of Haryana vs Subhash Chander Marwaha and Others,[1974] 1 SCR 165; Regulations 2(1)(a) and (c), 8 and 13; Rule 4; Rules 3,4,6 and 7; Indian Police Service (Appointment by Competitive Examination) Regulations, 1955.These"
6764,0.6333333333333333,30,11,"Articles 371D; clause (1) of Arti cle 371D; A.P. Panchayati Raj Engineering Service Rules, 1963; Andhra Pradesh Public Employment (Organisation of Local Cadres and Regulation of Direct Recruitment) Orders, 1975; N.T. Devin Katti; Prakasha Rao; Y. N. Rangiah; [1983]3 SCC 284; Commissioner of Commercial Taxes and Ors; Karnata ka Public Sen; V.V.S. Krishna murthy"
6765,0.5,18,9,"r. 125(a); section 3(1); Buldana District Jwar (Price Control) Order 1965; Maharashtra Food Grains (Declaration of Stock) Order; Maharashtra Foodgrains (Declaration of Stock) (Second) Order, 1964; Maharashtra Jwar (Restriction on Purchase 'and sale and control of movement) Order,/964,; Maharashtra Jwar (Restriction on Purchase and Sale and Control of Movement) Order, 1964; Maharashtra Jwar (Restriction on purchases and sale and control of movement) Order, 1964; Buldana District Juar (Price Control)"
6766,0.25,4,3,Bhartiya Dak Tar Mazdoor Manch vs Union of India & Ors; U.P. Income tax Department Contingent Paid Staff Welfare Association vs Union of India & Ors; W.P. No. 1870 of 1986
6767,0.4285714285714286,7,4,"M.B.B.S.; Medical Colleges of Uttar Pradesh; s.28(5); U. P. State Universities Act, 1973"
6768,0.8333333333333334,12,2,"Bharat Suger Mills Ltd. vs Shri Jai Singh and others, at 690; Management of Ritz Theatre (P) Ltd. vs Its Workmen, ; at 468"
6769,0.6734693877551021,49,16,"4)Clauses (d), (v), (f), (m), (v) and (y) of section 2, section 13(1) and 14(1)(c), provisos (b) and (c) to section 17 and section 22 and 26; clause (f), (m), (y) of section 2, section 13(1)(b) ,red section 14(1)(c); clauses (b) and (c) of section 17; proviso (b) and (c) of section 17; proviso (b) to section 17; section 14(1) (a); section 14(1)(e) and (d); section 18(b); section 2(r); section 209 19; section 21 and (c); section 34, section 14(1)(a)(iii); August 23, 1969; Copyright Act; Per Krishna Iyer; Law Times Reports 453"
6770,0.6216216216216216,37,14,"State of Jammu & Kashmir; Appendix III; clause] I; clauses 17 and 18; A Peeriakaruppan; Bakarwal; Edwin Khakkar; Janaki Prasad Parimoo; R. Chitralekha; State of Jammu and Kashmir and Ors., [1973] 3 SCR p. 236; State of Tamil Nadu and Ors., [1971] 2 SCR 430; [1973]3 SCR p. 236; Supreme Court; State of Mysore"
6771,0.5,2,1,Letters 969
6772,0.7222222222222222,18,5,Exception 2 to section 300; Part I. [813 C]; Part I. [815A C]; clause 4thly of section 300; IPC
6773,0.5,14,7,"Rajasthan Civil Service Rule,,, 1951; Rajasthan Secretariat Service (Rationalisation of Pay Scales) Rules & Schedules, 1956; Rajasthan Secretariat; Article 14 or any denial 4 3 1; Rule 3(31); All India Station Masters ' and Assistant Station Masters ' Association & Others vs General Manager, Central Railways and Others; Mohanlal Bakshi vs Union of India A.I.R. 1962 S.C. 1139"
6774,0.7647058823529411,17,4,"January 26, 195o; Section 2(1); Orissa Agricultural Income tax Act, 1947; Vishweshwar Rao vs The State of Madhya Pradesh"
6775,0.0,2,2,"M/s. Ispahani Ltd. vs Ispahani Employees ' Union, [1960] 1 S.C.R. 24; M/s. Ispahani Ltd. vs Ispahani Employees Union"
6776,0.5,10,5,"O. VI, r. 17 or O. I, r. 10; section 86; Aminlal V. Hunna Mal; Chaturbhuj V. Election Tribunal, Kanpur, (1958) 15 E.L.R. 301; Har Swarup V. Brij Bhushan Saran"
6777,0.95,20,1,Sone Lal
6778,0.6428571428571428,14,5,"Ist May, 1950; U.P. Consolidation of Holdings Act; Zamindari; section 12(1) or section 13(2)(a); section 13(2) (a)"
6779,0.6857142857142857,35,11,clause (6) of Article 31; section 'S 3(1); section 2(k); section 4(22); Choudhary; Darbhanga Sir Kameshwar Singh; Raj Nazarganj; Choudhary; Bihar State Government; Supreme Court; M D. Sir Kameshwar Singh V. State of Bihar ILR 29 Patna 790
6780,0.33333333333333337,9,6,"Uttar Pradesh Sales Tax Act 1948; Section 8(1A); section 8(IA); Firm Parshuram Rameshwar Lal vs State of U.P. 33, STC 540; Haji Lal Mohammad vs State of U.P.; Haji Lal Mohd. Biri Works vs State of U.P., 32 STC 496"
6781,0.8095238095238095,21,4,"May 13, 1966; Government of lndia; N. Subba Rao vs Union of India., [1973] l SCR 94; State of Himachal pradesh vs Union of lndia [l974] 3 SCR 907"
6782,0.7,30,9,Musaliyar Podom; Case No. 132 of 1980; O.P. (Arbitrator) 296 of 1981; O.P. (Arbitrator) 81 of 1981; O.P. (Arbitrator) No. 81 of 1981; case No. 276 of 1980; Darvao; V. Surinder Kumar; State of U. P.
6783,0.6666666666666667,15,5,G; Ferozepom Am; Commissioner of Income tax vs Bagyalakshmi & Co.; Commissioner of Income tax vs Sivakasi Match Exporting; Commissioner of Income tax vs Sivakasi Match Exporting Co.
6784,0.9090909090909091,11,1,"Civil Judge, Senior Division, Thane"
6785,0.75,52,13,"R.N. Misra Commission of Inquiry; B. Dutta; S.B. Aggarwal; 14.5.1981; 19.9.85; August 2, 1971; Additional District and Sessions Judge, Delhi; Delhi Higher 256; O.P Singla & Anr., etc., vs Union of India & Ors; State of Mysore & Anr; State of Mysore and another vs P.N. Nanjundiah and another; State of Mysore vs M.H. Bellary, [1964] 7 S.C.R. 471; P.N. Nanjudiah"
6786,1.0,3,0,
6787,0.7297297297297297,37,10,"26th Constitution Amendment Act of 1971; Amending Act; Kerala Legislation; Palace Fund (Partition) Act, 1961; Palace Fund (Partition) Act, 1961 (Act 16 of 1961); Cochin Kovilagam; Gill; Supreme Court; Maneka Gandhi vs Union of India, [1976] Suppl; S.C.R. 489"
6788,0.7777777777777778,9,2,section 4o; Central Provinces and Berar Industrial Disputes Settlement Act
6789,0.7321428571428572,56,15,"Rule Nisi; Sections 8(1), 8(3); sections 2(x) read with 2(e), 2(o) and 2(t); sections 8,9,10 and 11; Kerala Educational Bill, 1957; Ahmedabad St. Xaviers College Society; Ahmedabad St. Xaviers College Society & Anr., vs The State of Gujarat & Anr; Ahmedabad St. Xaviors College Society & Anr., vs State of Gujarat and Anr; All Saints High School etc., vs The Government of Andhra Pradesh AIR 1960 SC 1042; Government of Andhra Pradesh AIR 1960 SC 1042; Kerala Education Bill, 1957; Rev. Sidhajbhai School and Ors., vs State of Bombay and Anr; State of Kerala vs Mother Provincial ; ; All Saints High School vs Government of Andhra Pradesh AIR 1960 SC 1042; State of Gujarat; Supreme Court"
6790,0.75,72,18,"Ministry of Industry of the Govt; Reliance Group; Reliance Petrochemi cals Industries Ltd.; 30th December, 1987; 8.3.1985; New Zealand; Borak Foster vs Borax Co., ; Creatnor Maritime Co. Ltd. vs Irish Marine Management Ltd.; British India Steam Navigation Co: vs The Commis sioner of Inland Revenue; Colonial Dusts Corporation, ;; Council of Civil Service Unions & Others vs Minister for the Civil Service; Flor ence Land & Public Works Co.; IRC vs National Federation; Iron & Steel Controller vs Manekchand Pro prietor; R. Abdullah Rowther vs State of Tansport, etc., AIR 1959 SC 896; Ramanna Dayaram Shetty vs International Airport Authori; Reqina vs Preston Supplementary; Sagnata Investments Ltd. vs Norwich Corpn; Speyar Brothers vs The Commissioner of Inland Revenue"
6791,0.6551724137931034,29,10,"Article 14: (ii); Federation of Hotel and Restaurant Association of India vs Union of India, [1989] 178 I.T.R. 97; Hindustan Paper Corporation Ltd. vs Government of Kerala vs Union of India & Ors; Kerala Hotel and Restaurant Association & Ors; P.H. Ashwathanarayana vs State of Karnataka, [1989] (Supp.) 1 S.C.C. 696; R.D. Shetty vs International Airport Authority of India; State of West Bengal vs Union of India, [1964] 1 S.C.R. 371; T.O. vs Lawrence Singh Ingty; Thangal Kunju Musaliar vs M. Venkitachalam Potti & Anr; S.K. Dutta"
6792,0.2222222222222222,9,7,"s.561A; sections 120 B/409 1; Cr; Cr.; P.C.; Jamatraj Kewalji Govani vs The State of Maharashtra; R. K. Kapur vs The State of Punjab, [188 A C] (e)"
6793,0.125,8,7,"134 159 S.C. 21 322; Honooman Prasad Pandey vs Babooee Munraj Koonwaree, (1856) 6; I.A. 393 Sahu Ram Chandra vs Bhup Singh, I.L.R. 39 All; Jagatnarain vs Mathura Das, I.L.R. 50 All; Palaniappa Chetty vs Sreemath Daiyasikamony Pandara Sannadhi, 44 I.A. 147; Sital Prasad Singh vs Ajablal Mander, I.L.R. 18 Pat; A. V. Vasudevan"
6794,0.40909090909090906,22,13,"Section 16(2)(iii); section 14; section 16(2)(iii); section 8; Sikh Gurdwara Act, 1925; Granth Saheb; Gulab Das Faqir; Mahant Daram Dass; Udasi Sect; AIR 1936 PC 93 at 100; Gurmukh Singh vs Risaldar Deva Singh & Ors., AIR 1937 Lahore 577; Pritam Dass Mahant vs Shiromani Gurdwara Prabhandak Committee, C.A. No. 1983 of 1970; 16.2.84"
6795,0.6428571428571428,14,5,"clause ""thirdly"" of section 300; s 302; Jayapalan; Supreme Court (Enlargement of Criminal Appellate Jurisdiction) (Act 28 of 1970), 1970; Gudar Dusadh vs State of Bihar, A.I.R. 1972 S.C. 952"
6796,0.6857142857142857,35,11,"High Court at Calcutta; Ashurst; Morris; White; Crisp & Co.; section 153(1); section 37; Advocates Act; Advocates Act, 1951; Christopher Barker and Sons vs Commissioner of Inland Revenue; Commissioner of income Tax, Bombay vs Currimbhoy Ebrahim and Sons Ltd."
6797,0.6666666666666667,12,4,"Central Administrative Tribunal; Majji Jangammayya; 1st B.S. Gupta case (1975) Supp SCR 491; Bishan Sarup Gupta vs Union of India and Ors., [1975] Supp"
6798,0.3529411764705882,17,11,". 324, 326, and 307 read with section 34; s 227; s 482; section 561; 1898 Code); Code of Criminal Procedure, Act 2 of 1974; Criminal Procedure Code 1973; Banglore; Century Spinning & Manufacturing, Co. vs State of Maharashtra; R.P. Kapur vs State of Punjab; Vadilal Panchal vs D. D. Ghadigaonkar"
6799,1.0,2,0,
6800,0.48571428571428577,70,36,"211 B C] (iv) Section 11A; Article 226/227; clause (r) section 2; clauses (3) and 151 (4); section 11A. [196 B D]; sub clause (f) clause (1); sub clauses (f); I.D. Act; M.S.O.s; High Court of Gujarat; D. A. Desai; Per Koshal; A.P. vs Sree Rama Rao; Assam Oil Co. vs Workmen; Bombay Corporation vs Malvankar; Chartered Bank vs Employees ' Union; Chartered Bank, Bombay vs The Chartered Bank Employees Union; Dawking vs Rokely, L.R. 8 Q.B. 255; Engineering Mazdoor Sabha vs Hind Cycle Lrd; Management of Murugan Mills vs Industrial Tribunal; Navinchandra Shakerchand Shakerchand Shah vs Manager Ahmedabad Cooperative Stores Ltd; Navinchandra Shanker Chand Shah vs Manager, Ahmedabad Cooperative Department Stores Ltd., @ 140; P. H. Kalyani vs M/s Air France, Calcutta; State of A.P. vs Sreeeama Rao; Tara Engineering and Locomotives Co. Ltd. vs S.C. Prasad; Tata Engineering & Locomotive Co. Ltd. vs S.C. Prasad & Anr; Tata Oil Mills Co. Ltd. [1964] 2 SCR p. 123; Tata Oil Mills Co. vs Workmen, ; @ 130; Union of India vs Bungo Steel Furniture (P) Ltd.; Workmen of Sudder Office, Cinnamore vs Management; Workmen of Sudder Office, Cinnamore vs Management, , Municipal Corporation of Greater Bombay vs P.S. Malvankar; Nagendranath Bata; Commissioner of Hills Division and Appeals, Assam; Commissioner of Hills Divisions and Appeals, Assam; Rohtas Industries Staff Union; Rohtas Industries"
6801,0.5,32,16,"Mauza; Mauza Chowkri; .C.P.C.; Delhi Rent Control Act; Section 1(2); 1962(2) SCR 509; AIR 1934 PC 112; AIR 1934 PC 5; Anup Mahto vs Mita Dusadh & Ors; Bhusawal Borough Municipality vs Amalgamated Electricity Co. Ltd. & Am; Meenakshi Mills, Madurai vs The Commissioner of Income Tax, Madras; Narayanrao Deshmukh vs Jaiwantrao Yadaorao Deshmnkh & Anr., AIR 1933 PC 171; Nedanuri Kameswaramma vs Sampati Subba Rao; Nedunuri Kameswaramma vs Sampati Subba Rao, 1963(2) SCR 208; State vs Rameswaram Devasthanam & Ors; [675 B C] 671 (iii)"
6802,0.5,36,18,"Gujarat Water Supply; Union of Indian; item (c)(xii); Interest act, 1978; Allen Berry & Co. Pvt. Ltd vs Union of India; Alppi Prashad & Sons, Ltd. vs 641 Union of India; Ashok Construction Co. Ltd. vs Union; Bhagat Trading Co. vs Union of India, AIR 1984 Delhi 358; Executive Engineer vs Abhaduta Jena, [1988] 1 S.C.C. 418; Firm Madan Lal Roshan Lal Mahajan vs Hukumchand Mills Ltd., lndore; Food Corpora tion of India vs Surendra, Devendra & Mohendra Tansport Co.; Hindustan Steel Works Construction Ltd. vs C. Rajasekhar Rao, [1987] 4 S.C.C. 93; Hindustan Tea Co. vs; N. Chellappan vs Secretary, Kerala State Electricity Board & Anr; Satinder vs Amrao; State of Rajasthan vs Sharma & Co.; Sudarsan Trading Co. vs Government off Kerala & Anr; K. Shashi Kant Co."
6803,0.8,20,4,"U.P; Finance Act (No. 2 of 1980; Charandas Haridas vs Commissioner of Income Tax, Bombay Kalloomal Tapeswari Prasad (HUF) vs Commissioner of Income J. J Tax; Kanpur (1982)133 I.T.R. 690 (S.C.)"
6804,0.6153846153846154,13,5,"High Court of Bombay; Supreme Court; 136 section 22 (1) (f), (1) (g) and (n); 137 Julius vs Lord Bishop of Oxford (5 App; Alcock, Ashdown & Co vs Chief Revenue Authority (50 I .A. 227)"
6805,0.5,10,5,"Rule 5 Order XV; C.P.C.; U.P. Act 1976; Civil Revision No. 356 of 1978; October 30, 1980"
6806,0.0,3,3,Supreme Court; Dalip Singh vs State of Punjab ([1954] S.C.R. 145); Nar Singh vs State of Uttar Pradesh ([1956] 1 S.C.R. 238)
6807,0.4444444444444444,9,5,"Order 21 Rule 50(2); Order 30; Rule 50(2); section 87 read with section 87 B. [425 F, G]; Gambhir Mal Pandiya vs J. K, Jute Mills Co. Ltd., Kanpur"
6808,0.15384615384615385,13,11,"section 147(a); section 148 read with sections 142(1) and 143(2); Bilaspur; H.P.; Punjab; ReVenue; V. Jagan Mohan Rao; Calcutta Discount Company Ltd. vs ITO; Parimisetti Seetharamamma vs CIT; Pulavarthi Viswanadham vs CIT; Simla vs Jagan Nath Ma heshwary, 32 AIR 418"
6809,0.6666666666666667,3,1,PG NO 196 PG NO 197
6810,0.5714285714285714,7,3,"section C. R. 848; Penal Code; Mohan Singh vs State of Punjab, [1962] Supp"
6811,0.5,10,5,r. 18; section 56(N) (2) (h); section 69(H); section 84(1)(b); sections 37 and 67
6812,0.736842105263158,19,5,Articles 286(1)(a) and 286(2); Section 2(g); section B. DAs ACTING CHIEF JUSTICE; BHGWATI; Bennett & White (Calgary) Ltd.
6813,1.0,5,0,
6814,0.6111111111111112,18,7,"Art 22(5); 1457=[1962] 1 S.C.R. 574; Calcutta Gas Co. (Proprietary) Ltd. vs State of West Bengal, A.I.R. 1965 S.C. 596; Daryao vs State of Uttar Pradesh A.I.R. 1961 SC; Harikisan vs State of Maharashtra [1962] Supp. 2 S.C.R. 918; Smt Razia Umar Bakshi vs Union of India; [1967] 2 S.C.R. 271"
6815,1.0,6,0,
6816,0.7857142857142857,14,3,"sections 307,451,143, 147 and 148; Rashidmiya @ Chhava Ahmedmiya Shaik vs Police Commissioner, Ahmedabad and Anr; Vijay Narain Singh vs State of Bihar and Ors"
6817,0.625,16,6,"C.I.T., Gujarat III vs Dhanji Shamji, Chowdary Cotton Ginning and Processing Factory vs C.I.T., Punjab 109, I.T.R. p. 6; C.I.T., Gujarat vs Kantilal Nathu Chand, 1 SCR 813; C.I.T., Gujarat vs Kantilal Nathuchand Sami; M. G. Devasia & Co. vs C.I.T., Kerala; Kantilal Nathu Chand; 1961 Act"
6818,0.4,5,3,"section 12B(1); Commissioner of Income tax, Madhya Pradesh and Nagpur & Bhandara vs Dewas Cine Corporation, 68 I.T.R. 240; James Anderson vs Commissioner of Income tax, Bombay City"
6819,0.8333333333333334,6,1,Food Corporation of India
6820,0.5,4,2,"Keen; Williams (Private) Limited, Calcutta vs P. J. Sterling and Others"
6821,0.8518518518518519,27,4,Chimanrai Chhotalal; Purushottam; Supreme Court; Motilal Yadav vs Samal Bechar
6822,0.6111111111111112,18,7,Rule 155A; Section 68F(1D); section (1D) of section 68F; sub section (1D) of section 68; Motor Vehicles Rules; Regional Transport Authority; Cheran Transport Co. Ltd. vs Kanan Lorry Service & Anr
6823,0.41666666666666663,12,7,"Denny Mott and Dickson Ltd. vs James B. Frazer & Co. Ltd.; Ganga Saran vs Ram Charan ([1952] S.C.R. 36); Joseph Constantine Steamship Co. vs Imperial Smelting Cor poration Ltd. ([1942] A.C. 154; Kesari Chand vs Governor General in Council (I.L.R. ,; Robinson vs Davison; Tamplin Steamship Co. Ltd. vs Anglo American Products Co. Ltd. ([1916] A.C. 397; Taylor vs Caldwell (3 B. and section 826"
6824,0.8235294117647058,17,3,"sections 84 and 101; Incometax Act, 1961; 1.1.63"
6825,0.875,8,1,Income Tax Act
6826,0.6666666666666667,9,3,Krishna Kumar Nag; Gouri Dutt Maharaj vs Sukur Mohammed and Ors; Moti Lal vs Karrab ul Din & Ors
6827,0.6111111111111112,18,7,"section I55; section I55 1385; Hem Raj alias Babu Lal vs Khem Chand, (1943) L. R. 70 I. A. 171; Khiarajmal vs Daim, (1904) L.R. 32 I.A. 23; Mulgund Co operative Credit Society vs Shidlingappa Ishwa rappa, A.I.R. 1941 Bom; Sat Narain vs Das, (1936) L.R. 63 I.A. 384; Sudhashway Mukherjee vs Bhubneshwar Prasad Narain Singh, [1954] S.C.R. 177"
6828,0.53125,32,15,"United State; Ayyangar; C.; Das; Per Sarkar; 972 M/s Dalmia Dadri Cement Co., Ltd. vs The Gommissioner of Income tax, (1959) S.C.R. 729; Cook vs Sprigg, ,; M/s. Dalmia Dadri Cement Co. Ltd. vs The Commissioner of lncome tax, (1959) S.C.R. 729; Phacker vs State of Saurashtra, A.I.R. 1954 S.C. 680; Samaut vs Strickland; Southern Rhodesia, Samaut vs Strickland, , United States vs Percheman; State of Saurashtra vs Memon Haji Ismail Haji; Virendra Singh vs State of Uttar Pradesh; s.299(1); section 299 (1)"
6829,0.5769230769230769,26,11,"Sec.6(2); Sub section(2) of Sec. 6; section 10(1); section 6(2); West Bengal Estate Acquisition Act; West Bengal Estate Acquisition Act, 1953; West Bengal Land Reforms Act; 1.6.1956; Saroj Kumar Bose v Kanailal Mondal & Ors., [1985]2 SCR 393; State of U.P. vs Krishna Gopal & Anr., [1988] Supp.; State of West Bengal v Atul Krishna Shaw & Anr., [1990] Supp. 1 SCR 901"
